distance_meters,duration_seconds,effort_type,effort_value,intensity_zone,interval_rest_seconds,intervals,set_type,source_id,target_calories,tempo,work_seconds
,,RIR,5.0,,,,,c9313d12-c05c-43fc-aa5c-45e5c4fd4937,,,
,,RIR,5.0,,,,,a6c4e561-c6eb-474e-b9ef-8ee059748a2c,,,
,,RIR,5.0,,,,,b573b170-87fe-4c24-8ff9-c27ad1062cea,,,
,,RIR,5.0,,,,,fff3dc92-10ec-48b4-b90b-5b434b3f3aba,,,
,,RIR,5.0,,,,,d75ced27-385d-4aff-a0d8-b4fb1f6d6d8f,,,
,,RIR,5.0,,,,,b2a08b85-eb4e-4c38-a4a4-fc489080d6b9,,,
,,RIR,5.0,,,,,f68a8498-520a-4b8f-b39c-53201e685bac,,,
,,RIR,5.0,,,,,ff904598-1e5e-4049-be51-857e2b970587,,,
,,RIR,5.0,,,,,1b66e9f7-cdd3-4009-8d8e-02cd56ca6749,,,
,,RIR,5.0,,,,,826f8634-7e2d-49de-a0bb-0433ca4692e3,,,
,,RIR,5.0,,,,,954eeb80-03fe-48fa-819e-476bed7ac6f6,,,
,,RIR,5.0,,,,,6fe5858f-5820-42d0-acf1-91e35dd44b3e,,,
,,RIR,5.0,,,,,24ae9bbd-5319-41c2-bc14-283ca03f01b5,,,
,,RIR,5.0,,,,,544af333-08ed-4264-b0c8-f86ad3809d75,,,
,,RIR,5.0,,,,,77b73746-0184-4575-9103-8a6270589c58,,,
,,RIR,5.0,,,,,51443bb9-655f-4f0e-9f7a-6403b48e76cd,,,
,,RIR,5.0,,,,,3f6b092f-5128-4c99-9308-732d91edf030,,,
,,RIR,5.0,,,,,794c2dbd-8b8f-42c1-a12e-f8e0b79822ac,,,
,,RIR,5.0,,,,,993fac10-e0ca-4cba-8718-28d4bc9f5397,,,
,,RIR,5.0,,,,,df6b044d-24bf-429d-8e2a-d8f9119b5c40,,,
,,RIR,5.0,,,,,71047dd4-1c7c-4d4b-8df9-6317a4477888,,,
,,RIR,5.0,,,,,2d75339d-d51f-4b5c-9fca-bcd17b5c6299,,,
,,RIR,5.0,,,,,364290fc-154f-4cb5-b305-373784916cc0,,,
,,RIR,5.0,,,,,6ebe547c-32e4-4224-a744-b355b95a92af,,,
,,RIR,5.0,,,,,6df8540d-18b3-4a87-8f75-aa0836189e0b,,,
,,RIR,5.0,,,,,71fc1b8e-388d-44ec-829c-f6effcb8f674,,,
,,RIR,5.0,,,,,b67ccc67-d870-4917-9957-60ff2c85284f,,,
,,RIR,5.0,,,,,e91b9fc2-6574-4a55-9347-9f9e5420f4b0,,,
,,RIR,5.0,,,,,9203b00e-d79c-4208-bb96-d01abb8e852a,,,
,,RIR,5.0,,,,,96c84841-50f1-4f5d-a524-b3f59fc847cc,,,
,,RIR,5.0,,,,,70fe2dee-c47a-4b66-ad05-cb356cb6d3fe,,,
,,RIR,5.0,,,,,c04cb326-9852-46ff-b65d-72f4350d89ce,,,
,,RIR,5.0,,,,,d35df644-11f6-47ae-b2d4-ddac68d992b4,,,
,,RIR,5.0,,,,,b749ad4b-5ba2-4892-a3d9-9fc24cb8d237,,,
,,RIR,5.0,,,,,a503eb77-311d-471d-aada-4bfcf1fd7b92,,,
,,RIR,5.0,,,,,6edb5b16-000b-4ab7-9d31-508fde515ae6,,,
,,RIR,5.0,,,,,b40c8574-14fe-41d0-aded-3850042889a6,,,
,,RIR,5.0,,,,,c2c8deca-0f23-4bb5-91ff-7ae22779397d,,,
,,RIR,2.0,,,,straight,3cf43c32-2ceb-47e9-86cd-065fa73e167a,,standard,
,,RIR,0.0,,,,straight,9cb9c7cb-475e-4e2d-85dd-2893a8022f59,,standard,
,,RIR,5.0,,,,,f30acb50-26db-48c0-9a63-e65354dda1bc,,,
,,RIR,5.0,,,,,54491c32-9aff-4ac9-9b6d-c6ee525ac880,,,
,,RIR,5.0,,,,,bf57e2be-3823-4f81-86c7-aed8f4e1d5a3,,,
,,RIR,5.0,,,,,b2c29b3e-3cf6-47fb-914e-083d24bc5419,,,
,,RIR,0.0,,,,straight,d36998b2-2d15-4801-94fc-b2ffec8c4cd0,,standard,
,,RIR,3.0,,,,straight,079b776c-b40c-466e-8f42-c09c6b60174a,,standard,
,,RIR,2.0,,,,straight,92759e3d-5ea0-48f2-ac68-8febb26001a5,,standard,
,,RIR,3.0,,,,straight,eabd0a06-1f02-4bd6-a0d6-bb5de0aae273,,standard,
,,RIR,5.0,,,,,54b1d045-e412-46d6-8462-7c0c61b8031f,,,
,,RIR,1.0,,,,straight,627df66c-8824-4479-acc0-d382ab4f5fdc,,standard,
,,RIR,5.0,,,,,b66bac52-68c8-422f-95f3-4b6be56ae50f,,,
,,RIR,5.0,,,,,bed46793-eb3b-4344-a506-fa2fd9f9c00c,,,
,,RIR,2.0,,,,,5036d3da-b96f-4875-8a4e-0f6c56348ae7,,,
,,RIR,2.0,,,,,68e04e7a-30a1-4a19-8045-59e735013ccf,,,
,,RIR,2.0,,,,,60f45ed7-e7bc-49b7-b752-9e2f922094ed,,,
,,RIR,5.0,,,,,8c730718-3dba-4053-a5b6-7d028ff0f6d3,,,
,,RIR,2.0,,,,,bc28eed7-848f-490b-899a-fbed4435885e,,,
,,RIR,2.0,,,,,c6ed9524-4f00-4c7f-b3c8-3c981381c8bc,,,
,,RIR,2.0,,,,straight,bafec842-a261-4bb5-8b75-d7a1e98bf6f4,,standard,
,,RIR,5.0,,,,,eefafcec-3285-4d03-90f7-99490e49d0ee,,,
,,RIR,2.0,,,,straight,347d1871-da2a-4855-a613-0df4f23ac401,,standard,
,,RIR,5.0,,,,,f66b7cae-bfa5-4c73-aa86-e309a0f4f864,,,
,,RIR,3.0,,,,straight,50b2f460-5d6f-4a0f-b974-53e61f4c2df5,,controlled,
,,RIR,3.0,,,,straight,15361b14-b0be-416e-a173-da7d3d47df4c,,controlled,
,,RIR,3.0,,,,straight,0a8db66a-e918-4c5e-8d35-3a2762bc677f,,controlled,
,,RIR,2.0,,,,straight,8079d6d9-eab9-435c-bfa4-10495082e7a1,,controlled,
,,RIR,2.0,,,,straight,7fe5909b-bc1e-45ad-8513-1a5fbf745bcf,,standard,
,1200,RIR,5.0,,,,,5b3a915c-a661-4a0b-8b56-b8f79cfdbce1,,,
,2100,RIR,5.0,,,,straight,3d40e3c2-bc07-4acf-bc7c-4310a0a9e968,,standard,
,900,RIR,5.0,,,,,5e107bab-2ca3-41ed-970d-67ec24956285,,,
,,RIR,2.0,,,,straight,5a8b0205-6071-461e-96cd-a3ed73bde66d,,standard,
,,RIR,2.0,,,,straight,f8f6eee6-bcdc-4e9f-b043-76c54f3dab0d,,standard,
,,RIR,2.0,,,,straight,b288b68c-e888-46e0-93ab-621c01ae2511,,standard,
,,RIR,2.0,,,,straight,0aa4c023-c982-46fc-82bf-2664d369dfd5,,standard,
,,RIR,2.0,,,,straight,37f3afff-1acc-4285-aaea-f38c962c11ec,,standard,
,,RIR,0.0,,,,straight,d05473a3-f20f-44d0-b2f8-e8d3578e6275,,standard,
,,RIR,2.0,,,,straight,e0d29d2a-eb7f-4327-be61-2fd56567d915,,standard,
,,RIR,2.0,,,,straight,3809d8f1-96bf-4038-a950-b9f505ad7ea3,,controlled,
,,RIR,3.0,,,,straight,c365f4dc-5ec8-4c19-aef1-0882b88f9e07,,controlled,
,900,RIR,5.0,,,,,f518f138-5d91-4e30-8fba-2197e3f98afd,,,
,,RIR,2.0,,,,straight,f30ce59e-4ebb-46a0-823d-805ae995edf5,,standard,
,,RIR,2.0,,,,,048be1db-8dac-411d-af83-16a4d78411f6,,,
,,RIR,2.0,,,,straight,eeb3662a-1526-4625-88e7-23bea1176c22,,standard,
,,RIR,2.0,,,,straight,ef2f148d-51e7-482a-bbbf-d7dde4a4ca2a,,standard,
,,RIR,0.0,,,,straight,529bf890-7578-4267-a1a9-b30077a2d492,,standard,
,,RIR,2.0,,,,straight,25f2ec04-d87b-46b0-849d-6758374d9209,,standard,
,,RIR,2.0,,,,straight,71c995d2-06a6-4852-930d-38a3ec3ba480,,controlled,
,,RIR,3.0,,,,straight,e56b5fc5-5da8-4556-8d97-74411b23c1a5,,controlled,
,,RIR,2.0,,,,straight,92d014bc-f787-4274-8151-7fefc86049d5,,standard,
,,RIR,2.0,,,,straight,b30cb92c-f4a0-4b0e-880c-daf04bd4d7fb,,standard,
,,RIR,2.0,,,,straight,1300a4cc-7098-459c-80ed-4663a10b74d4,,standard,
,,RIR,2.0,,,,straight,cf7b2024-8dd1-4058-b652-97382f1524a1,,standard,
,,RIR,1.0,,,,,0de8bafb-9dad-432a-8fa4-f7f9eed055d1,,,
,,RIR,2.0,,,,,21e768a2-1f59-4024-8efc-6bfbff3464b9,,,
,,RIR,2.0,,,,,21f83dcd-3fad-4c73-97f8-55515bd6d452,,,
,,RIR,2.0,,,,,2cb6543c-4f8c-43e8-b940-acdbde01ef17,,,
,,RIR,1.0,,,,,106ffcf6-7636-4eb1-a5fd-5a08099a61b4,,,
,,RIR,2.0,,,,,2e8a4ead-ce53-4d31-93e3-bf2826df1ee3,,,
,,RIR,2.0,,,,,30baafc9-5f36-4a0c-821e-477431df59fb,,,
,,RIR,1.0,,,,,41618ba2-1d65-4a9e-883c-7ccf2fbd0156,,,
,,RIR,1.0,,,,,5ff2bae7-59c4-4b00-8230-c07428ced452,,,
,,RIR,2.0,,,,,6e0fab99-44c1-4d0a-a06b-407e883c3d2e,,,
,,RIR,1.0,,,,,7164e73e-9208-49b2-8bdc-aaeb7865550e,,,
,,RIR,1.0,,,,,8de0cf6b-822d-47da-9fba-7ead06f44d21,,,
,,RIR,2.0,,,,,a0441fde-b349-4c11-a3a8-bb81fefa625f,,,
,,RIR,2.0,,,,,c247ac61-5644-4f8e-8320-fbe22133f1f5,,,
,,RIR,1.0,,,,,c313468f-bf9a-48b3-883a-8ff7d8d710b9,,,
,,RIR,1.0,,,,,d97d0fc9-ad0e-481c-825f-814107761fa8,,,
,,RIR,2.0,,,,,e90741ce-5e78-4f82-9661-3db7642056e6,,,
,,RIR,1.0,,,,,f733eea9-12af-4fbc-be6f-32354392a568,,,
,,RIR,1.0,,,,straight,99f56789-60de-40dc-b21f-8ab051989f99,,standard,
,,RIR,2.0,,,,straight,059c4520-1a9f-4403-9ec4-7ca403f1cf01,,,
,,RIR,2.0,,,,straight,0ffa22b9-39d5-4cd4-b1bb-eb7683dd2a84,,,
,,RIR,2.0,,,,straight,047ad32a-82c8-464b-a9f0-f3d4a9ae8231,,,
,,RIR,2.0,,,,straight,bc866666-74b9-4b59-9cf3-d22db5a41081,,,
,,RIR,1.0,,,,straight,541c0782-b483-43d2-b174-d4d654d8ec80,,,
,,RIR,2.0,,,,straight,5d28d54e-9850-41a0-b112-55bd4e667de3,,,
,,RIR,2.0,,,,straight,b3489bb0-68e8-4bcb-9f1f-a48925ea2fa4,,,
,,RIR,2.0,,,,straight,8417a99d-42fc-45bd-8817-31e5c8c62389,,,
,,RIR,2.0,,,,straight,3c8cb49d-1c97-47a5-ad72-7a9cc58c0b15,,,
,,RIR,2.0,,,,straight,d8b5dccd-8bb2-40dc-a97f-4504feeabc0f,,,
,,RIR,2.0,,,,straight,5210771a-101e-4029-977c-e1bf8280ddb5,,,
,,RIR,1.0,,,,straight,9ab73006-7fa8-4592-a348-476fe6fa0249,,,
,,RIR,1.0,,,,straight,9be85fc4-df6f-49ee-b5b7-a62564b76bc6,,,
,,RIR,2.0,,,,straight,13501e31-f888-4af0-82d2-36a98535a255,,,
,,RIR,2.0,,,,straight,4e251075-134f-4980-8ef0-fb9eebcc080d,,,
,,RIR,2.0,,,,straight,8a120bd3-98ec-44eb-a23e-58e52bd034bf,,,
,,RIR,2.0,,,,straight,e859eadb-e134-4cb2-ab4c-4193f1643dc0,,,
,,RIR,2.0,,,,straight,b3dcbb58-2439-4c52-b936-1e37bb0dd721,,,
,,RIR,8.0,,,,straight,85bd1e9c-8530-4b85-b3c7-43ee7eebb7a8,,,
,,RIR,2.0,,,,straight,869584a0-6d5c-436f-8fc4-8576573fdf99,,standard,
,,RIR,5.0,,,,straight,f3a96387-08b6-46aa-b2ca-b0103f3408ee,,,
,,RIR,4.0,,,,straight,319f7cb5-f43a-48ec-ad53-8557d4e06132,,,
,,RIR,2.0,,,,straight,df8b2a4d-10c3-46d5-9681-1cb8c9336f06,,,
,,RIR,2.0,,,,straight,45fb065e-c7fc-4799-bb98-a23b91ff7e41,,,
,,RIR,3.0,,,,straight,ae339cb6-773c-4da1-8fbc-f09707b8dcc0,,,
,,RIR,2.0,,,,straight,41408bd7-2845-4ee2-bbf7-54bfdb922c6f,,,
,,RIR,9.0,,,,straight,20e9a8b0-d7b7-4e7e-90e0-4ba560dc3d67,,,
,,RIR,9.0,,,,straight,24c0b056-596c-43ca-b044-c6121b462cdf,,,
,,RIR,6.0,,,,straight,cc99b56b-19b0-4dcd-a362-024ccd838cc6,,,
,,RIR,6.0,,,,straight,716b49ca-b3fb-46a5-b670-6ee244931602,,,
,,RIR,2.0,,,,straight,4a052291-5296-4a15-9936-903b88657ce0,,,
,,RIR,2.0,,,,straight,7d245c89-dcd2-453a-97ce-3aafd7b7947c,,,
,,RIR,2.0,,,,straight,f0ea5cd5-4fa0-45e3-8192-e761243c5b94,,,
,,RIR,2.0,,,,straight,b8f5e32c-33d8-431a-b555-bede293a16d8,,,
,,RIR,3.0,,,,straight,648650c7-1826-437b-83c5-a0660e829e5d,,,
,,RIR,3.0,,,,straight,c25d248e-bf39-4ca1-8b56-3d143244f363,,,
,,RIR,7.0,,,,straight,ca61c9c6-e75a-4d8e-b5e5-e6c891d8fded,,,
,,RIR,9.0,,,,straight,679128d0-91d8-4e2b-9497-3cd0c519e077,,,
,,RIR,2.0,,,,straight,0a7f875f-d985-414a-96de-457957e9da6b,,standard,
,,RIR,9.0,,,,straight,57ff850d-f315-41f2-a87f-bf5ed2cde2af,,,
,,RIR,4.0,,,,straight,88106c23-2f49-4bff-a13a-7bb9a327a147,,,
,,RIR,3.0,,,,straight,f0426cd0-f055-45e9-8e51-34e85da5608d,,,
,,RIR,7.0,,,,straight,12a766bd-1af8-4c4b-895b-e5b58c8fcf32,,,
,,RIR,7.0,,,,straight,349a89f9-2439-4f3e-9b15-135b14c42861,,,
,,RIR,9.0,,,,straight,5ba8463c-c7d9-4145-9280-b3f27c83eb1a,,,
,,RIR,2.0,,,,straight,768e7d18-0b2b-4962-b95a-e9afa457bdab,,,
,,RIR,2.0,,,,straight,7b2d21f5-2495-4c4b-8a05-7f16bd1fa6a6,,,
,,RIR,7.0,,,,straight,839f38e9-1d53-4d08-8327-ba588799d21c,,,
,,RIR,9.0,,,,straight,d68a74ec-484d-48df-a82b-e19d3e96863e,,,
,,RIR,9.0,,,,straight,990932a5-bae2-4ee6-8cac-0c6b74d46357,,,
,,RIR,3.0,,,,straight,cc5ca1b8-6e6f-4186-bc79-ded4d33755c5,,,
,,RIR,2.0,,,,straight,d693cb11-9548-4375-98e4-00352908e3a4,,,
,,RIR,2.0,,,,straight,395fc66a-877f-4efa-b334-cb20bc0a1b82,,,
,,RIR,2.0,,,,straight,8fd53afe-cce3-464b-b871-dd18e4e50748,,,
,,RIR,9.0,,,,straight,07159af1-4669-49a7-87bf-e10cdbb128be,,,
,,RIR,0.0,,,,straight,668257a9-c09f-4c89-802d-7debd85e67c2,,standard,
,,RIR,1.0,,,,straight,9e8d9c6b-4d3f-4192-bd0e-178aa871f7f5,,,
,,RIR,2.0,,,,straight,d5198040-711d-40b2-b8ae-74dcb8a3e20a,,,
,,RIR,2.0,,,,straight,fe839edf-6a92-4c4b-9a2b-68e20508ea0e,,,
,,RIR,2.0,,,,straight,a190a064-788b-49fd-9cd7-6e81dcbf89f5,,standard,
,,RIR,3.0,,,,straight,f0032456-74e0-42f5-b4bf-8405222316df,,controlled,
,,RIR,3.0,,,,straight,7d91dfbd-200a-4ac7-83dc-8bec06c14a68,,controlled,
,,RIR,2.0,,,,straight,e7e516b2-b7e2-450a-8eb1-0b4e8b98d672,,controlled,
,,RIR,2.0,,,,straight,5aecc07d-d5b4-45e1-8dec-9ef6775a95f5,,controlled,
,900,RIR,5.0,,,,,fc4c724d-deea-492d-abc7-020d56895328,,,
,,RIR,2.0,,,,straight,7723078e-729a-43ba-b218-a18b3e839a17,,standard,
,900,RIR,5.0,,,,,512f3458-191a-4c00-bb62-e2f830941106,,,
,,RIR,2.0,,,,straight,b6090430-6719-489f-9995-dab6ba3f5376,,standard,
,,RIR,2.0,,,,straight,8b2115d5-65dd-44e4-a684-9173e40f958d,,standard,
,,RIR,2.0,,,,straight,e7a0fe51-2c84-4a43-a73b-c0df54e83ea2,,standard,
,,RIR,0.0,,,,straight,bdcf3b70-3b48-47dd-8dc4-6201168ac937,,standard,
,,RIR,2.0,,,,straight,3bac2f2e-87d1-412a-9ac8-cf281559021b,,standard,
,2100,RIR,5.0,,,,straight,35fe124e-747c-4b55-bd1f-cd0af32876e9,,standard,
,,RIR,2.0,,,,straight,371dc401-a6f1-4ce5-9ead-77d30be5a5bc,,standard,
,,RIR,0.0,,,,straight,57543cad-1cb7-4189-bc03-67e4e0d97b9a,,standard,
,,RIR,2.0,,,,straight,a0e55fc7-33b1-484b-8474-e5e5a8979104,,standard,
,,RIR,2.0,,,,straight,85ca8b32-adec-42f8-9b85-549aedf661e4,,standard,
,,RIR,3.0,,,,straight,e579357f-43cc-4b88-94f1-b843c475844c,,controlled,
,,RIR,2.0,,,,straight,4d9f9ce7-ae12-47d9-9f6d-806cebe84244,,controlled,
,,RIR,2.0,,,,straight,95ef80f0-d5ec-4437-bf24-137a73459f6e,,standard,
,,RIR,2.0,,,,straight,c838c4f0-20bc-4ee8-bac8-7c8c426bad56,,standard,
,,RIR,2.0,,,,straight,274bf845-3e5b-4f9a-954e-50a0b44fda3a,,standard,
,,RIR,3.0,,,,straight,a1b0f3f5-b8a9-4f0c-8bd6-b3978e3e4b93,,controlled,
,,RIR,2.0,,,,straight,2e5c018e-f457-45bb-9261-f609a9d7ef0b,,standard,
,,RIR,2.0,,,,straight,2d680d56-7441-4fc5-aef9-7b72fd5897c3,,standard,
,,RIR,3.0,,,,straight,60d28cbe-3525-48d9-9dfb-33772559629c,,controlled,
,1200,RIR,5.0,,,,,cbb2422d-925b-4926-baca-9f805b68219a,,,
